Id,Label,house,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Gilly,Gilly,Other,14,216,6,0.317746,0.346457,355.164774,0.014631,0.014631,0.002198,0,11,6,0.318681,29,0.0683
Gilwood-Hunter,Gilwood Hunter,Other,5,22,7,0.275087,0.290809,86.921548,0.003797,0.003797,0.000957,0,10,10,0.5,5,0.015251
Godric-Borrell,Godric Borrell,Other,1,9,7,0.260827,0.273932,0,0.001533,0.001533,0.000345,0,2,8,0,0,0.006508
Godry-Farring,Godry Farring,Other,7,29,6,0.333054,0.358407,318.921138,0.016023,0.016023,0.001262,0,2,7,0.52381,11,0.069213
Goghor-the-Giant,Goghor the Giant,Other,4,22,8,0.227924,0.242104,0.333333,0.000622,0.000622,0.000872,0,6,14,0.833333,5,0.003943
Gormon-Tyrell,Gormon Tyrell,Tyrell,1,3,9,0.150511,0.154791,0,0,0,0.000601,0,14,6,0,0,0.000107
Gormond-Goodbrother,Gormond Goodbrother,Other,1,6,8,0.238452,0.248561,0,0.000249,0.000249,0.000409,0,7,7,0,0,0.001412
Gorne,Gorne,Other,2,6,6,0.308379,0.328595,0,0.005228,0.005228,0.000574,0,11,6,1,1,0.023353
Gorold-Goodbrother,Gorold Goodbrother,Other,2,13,8,0.250868,0.264197,0,0.000578,0.000578,0.000631,0,7,7,1,1,0.003377
Grazdan-mo-Eraz,Grazdan mo Eraz,Other,1,3,8,0.219674,0.228217,0,0.000125,0.000125,0.000389,0,6,14,0,0,0.000754
Grazhar,Grazhar,Other,3,12,7,0.279634,0.294855,11.875451,0.003766,0.003766,0.000666,0,6,14,0.333333,1,0.015792
Greenbeard,Greenbeard,Other,7,44,7,0.304714,0.326008,1.806548,0.011369,0.011369,0.001123,0,0,0,0.761905,16,0.045777
Gregor-Clegane,Gregor Clegane,Clegane,33,410,6,0.379838,0.418679,1731.427412,0.122881,0.122881,0.004142,0,0,5,0.390152,206,0.479039
Grenn,Grenn,Other,15,265,6,0.316733,0.344801,149.81647,0.014396,0.014396,0.002246,0,11,6,0.447619,47,0.068704
Gretchel,Gretchel,Other,4,21,7,0.304015,0.322884,3.795424,0.00951,0.00951,0.000739,0,10,10,0.833333,5,0.037201
Grey-Worm,Grey Worm,Other,8,59,7,0.294772,0.317161,10.290446,0.008401,0.008401,0.001262,0,6,14,0.785714,22,0.039308
Greydon-Goodbrother,Greydon Goodbrother,Other,1,4,8,0.238452,0.248561,0,0.000249,0.000249,0.000409,0,7,7,0,0,0.001412
Grigg,Grigg,Other,3,15,6,0.308498,0.329224,0.333333,0.005562,0.005562,0.000665,0,11,6,0.666667,2,0.025134
Grimtongue,Grimtongue,Other,4,17,7,0.261084,0.274205,401.220844,0.000989,0.000989,0.001076,0,7,7,0.5,3,0.005038
Grisel,Grisel,Other,1,3,7,0.2869,0.302276,0,0.005353,0.005353,0.000307,0,10,10,0,0,0.020781
Groleo,Groleo,Other,6,34,7,0.290252,0.311899,11.282126,0.006767,0.006767,0.001024,0,6,14,0.8,12,0.030882
Grunt,Grunt,Other,3,13,7,0.297753,0.314939,0,0.003997,0.003997,0.000704,0,1,7,1,3,0.017255
Guncer-Sunglass,Guncer Sunglass,Other,2,7,6,0.274991,0.291006,0,0.002992,0.002992,0.000476,0,2,8,1,1,0.012949
Gunthor-son-of-Gurn,Gunthor son of Gurn,Other,1,7,7,0.322777,0.340012,0,0.008803,0.008803,0.000316,0,10,2,0,0,0.034984
Guyard-Morrigen,Guyard Morrigen,Other,2,12,7,0.285151,0.299949,0,0.004991,0.004991,0.000511,0,10,8,1,1,0.019552
Gyles-Grafton,Gyles Grafton,Other,2,8,8,0.254481,0.267324,0,0.001513,0.001513,0.000604,0,10,10,1,1,0.00612
Gyles-Rosby,Gyles Rosby,Other,18,101,7,0.339453,0.369173,131.119297,0.059532,0.059532,0.002327,0,10,12,0.411765,63,0.231294
Gynir,Gynir,Other,2,7,8,0.232728,0.242841,25.438095,0.000239,0.000239,0.000714,0,1,7,0,0,0.001301
Hagen,Hagen,Other,6,21,7,0.261255,0.275463,410.220844,0.001048,0.001048,0.00155,0,7,7,0.4,6,0.005539
Haggo,Haggo,Other,6,45,7,0.278069,0.298461,0.983333,0.003331,0.003331,0.001079,0,6,14,0.733333,11,0.017056
Haggon,Haggon,Other,1,8,7,0.236889,0.246634,0,0.000251,0.000251,0.000431,0,11,6,0,0,0.001315
Hairy-Hal,Hairy Hal,Other,3,11,6,0.308738,0.329644,0,0.005549,0.005549,0.000691,0,0,0,1,3,0.024867
Hake,Hake,Other,1,4,6,0.308259,0.327966,0,0.005045,0.005045,0.00033,0,11,6,0,0,0.022418
Halder,Halder,Other,8,62,6,0.312255,0.336583,13.927312,0.009795,0.009795,0.00131,0,11,6,0.678571,19,0.045757
Haldon,Haldon,Other,11,135,7,0.326489,0.349299,90.056877,0.014405,0.014405,0.001807,0,16,14,0.454545,25,0.059418
Hali,Hali,Other,1,3,6,0.295319,0.309727,0,0.004288,0.004288,0.00032,0,1,13,0,0,0.017459
Hallis-Mollen,Hallis Mollen,Other,6,46,6,0.325953,0.349581,37.249997,0.022694,0.022694,0.001024,0,1,3,0.8,12,0.092153
Hallyne,Hallyne,Other,2,8,7,0.327295,0.34584,0,0.016305,0.016305,0.000426,0,10,2,1,1,0.064106
Halys-Hornwood,Halys Hornwood,Other,1,3,7,0.287419,0.300389,0,0.003276,0.003276,0.000314,0,1,13,0,0,0.013156
Hareth-(Moles-Town),Hareth (Moles Town),Other,11,60,6,0.3097,0.334675,695.437837,0.00714,0.00714,0.001987,0,11,6,0.309091,17,0.033909
Harl,Harl,Other,1,3,8,0.230435,0.239373,0,0.000145,0.000145,0.000407,0,1,7,0,0,0.000822
Harma,Harma,Other,8,39,6,0.31079,0.334633,12.328571,0.008719,0.008719,0.001441,0,11,6,0.678571,19,0.040778
Harra,Harra,Other,2,7,7,0.301593,0.319404,0,0.00626,0.00626,0.000564,0,0,0,1,1,0.025081
Harras-Harlaw,Harras Harlaw,Other,1,3,8,0.250315,0.262311,0,0.000329,0.000329,0.00041,0,7,7,0,0,0.001965
Harren-Hoare,Harren Hoare,Other,3,16,7,0.313981,0.330767,24.197605,0.007827,0.007827,0.000634,0,0,0,0.666667,2,0.031686
Harrold-Hardyng,Harrold Hardyng,Other,3,13,8,0.254889,0.268792,2.666984,0.002233,0.002233,0.000626,0,10,10,0.666667,2,0.009027
Harry-Strickland,Harry Strickland,Other,3,31,7,0.260144,0.272016,1.685714,0.002088,0.002088,0.000709,0,16,14,0.666667,2,0.008883
Harwin,Harwin,Other,11,71,7,0.32797,0.351459,113.026387,0.026943,0.026943,0.001626,0,0,18,0.490909,27,0.106793
Harwood-Stout,Harwood Stout,Other,1,5,7,0.29753,0.313681,0,0.003586,0.003586,0.000344,0,1,7,0,0,0.015207
Harys-Swyft,Harys Swyft,Other,9,42,6,0.345803,0.369916,26.169348,0.036592,0.036592,0.001252,0,10,12,0.722222,26,0.143064
Hayhead,Hayhead,Other,2,9,6,0.295429,0.310356,0,0.004471,0.004471,0.000497,0,1,13,1,1,0.018322
Helman-Tallhart,Helman Tallhart,Other,4,13,6,0.296089,0.312013,42.935278,0.005953,0.005953,0.000768,0,2,13,0.166667,1,0.023422
Hero,Hero,Other,4,24,7,0.277681,0.296888,0,0.003161,0.003161,0.000751,0,6,14,1,6,0.015801
Heward,Heward,Other,2,8,7,0.286693,0.299131,0,0.003563,0.003563,0.000475,0,10,18,1,1,0.014184
High-Septon-(fat_one),High Septon (fat one),Other,3,12,7,0.334737,0.355379,0,0.023012,0.023012,0.000557,0,10,18,1,3,0.090645
High-Septon-(Tyrions),High Septon (Tyrions),Other,4,24,7,0.332915,0.354289,0,0.028451,0.028451,0.000659,0,10,10,1,6,0.111156
High-Sparrow,High Sparrow,Other,8,76,7,0.315476,0.336763,11.889519,0.021973,0.021973,0.001207,0,10,12,0.535714,15,0.085118
Hizdahr-zo-Loraq,Hizdahr zo Loraq,Other,22,292,7,0.294663,0.325903,1871.069071,0.010198,0.010198,0.003721,0,6,14,0.25974,60,0.050159
Hobb,Hobb,Other,11,49,6,0.317112,0.343836,27.453815,0.015585,0.015585,0.001638,0,11,6,0.545455,30,0.071121
Hobber-Redwyne,Hobber Redwyne,Other,1,7,8,0.232592,0.240292,0,0.000263,0.000263,0.000493,0,8,9,0,0,0.001064
Hodor,Hodor,Other,11,383,6,0.314976,0.338386,67.378888,0.022029,0.022029,0.001659,0,1,13,0.563636,31,0.090462
Holly,Holly,Other,4,23,7,0.301136,0.318817,2.759175,0.005346,0.005346,0.000856,0,1,7,0.666667,4,0.022568
Hop-Robin,Hop Robin,Other,3,13,6,0.308738,0.329644,0,0.00561,0.00561,0.000638,0,11,6,1,3,0.025398
Horas-Redwyne,Horas Redwyne,Other,2,10,7,0.302973,0.319572,794,0.007511,0.007511,0.000717,0,8,9,0,0,0.029237
Horton-Redfort,Horton Redfort,Other,4,21,8,0.235556,0.247294,0.583333,0.001115,0.001115,0.000813,0,10,10,0.666667,4,0.004781
Hosteen-Frey,Hosteen Frey,Frey,4,17,7,0.267137,0.280788,305.715996,0.001829,0.001829,0.000969,0,2,8,0.333333,2,0.00791
Hoster-Blackwood,Hoster Blackwood,Other,1,4,7,0.311398,0.328733,0,0.007921,0.007921,0.000319,0,9,11,0,0,0.030959
Hoster-Tully,Hoster Tully,Tully,10,90,6,0.344007,0.367086,109.690381,0.036162,0.036162,0.001475,0,1,3,0.555556,25,0.142964
Hot-Pie,Hot Pie,Other,11,195,7,0.306005,0.329215,959.53321,0.01401,0.01401,0.001859,0,0,0,0.4,22,0.056657
Hother-Umber,Hother Umber,Other,4,16,7,0.276522,0.292381,13.559258,0.004493,0.004493,0.000791,0,2,13,0.166667,1,0.018763
Hotho-Harlaw,Hotho Harlaw,Other,4,16,8,0.250947,0.264994,186.659614,0.000617,0.000617,0.001104,0,7,7,0.666667,4,0.003909
Howland-Reed,Howland Reed,Other,2,6,6,0.320565,0.336771,0,0.010995,0.010995,0.000452,0,10,13,1,1,0.043998
Hugh,Hugh,Other,1,3,7,0.276907,0.288796,0,0.002786,0.002786,0.000322,0,10,10,0,0,0.010854
Hugh-Hungerford,Hugh Hungerford,Other,1,3,9,0.179742,0.185525,0,0.000004,0.000004,0.000547,0,6,14,0,0,0.000128
Hugo-Vance,Hugo Vance,Other,1,3,7,0.311398,0.328733,0,0.007921,0.007921,0.000319,0,9,11,0,0,0.030959
Hullen,Hullen,Other,6,20,6,0.315226,0.336205,14.660618,0.019599,0.019599,0.000944,0,1,18,0.666667,10,0.079048
Humfrey-Hewett,Humfrey Hewett,Other,2,7,8,0.25071,0.263527,0,0.000565,0.000565,0.000616,0,7,7,1,1,0.003313
Husband,Husband,Other,2,7,8,0.246206,0.258163,0,0.001473,0.001473,0.00046,0,0,0,1,1,0.006058
Hyle-Hunt,Hyle Hunt,Other,7,59,6,0.326221,0.349916,90.234003,0.024297,0.024297,0.001128,0,9,17,0.52381,11,0.095015
Illifer,Illifer,Other,2,23,7,0.277972,0.293827,0,0.004227,0.004227,0.000543,0,9,17,1,1,0.016591
Illyrio-Mopatis,Illyrio Mopatis,Other,12,138,6,0.346556,0.371488,379.53078,0.023549,0.023549,0.001813,0,6,14,0.469697,31,0.099165
Ilyn-Payne,Ilyn Payne,Other,22,268,6,0.365685,0.4,282.570179,0.094929,0.094929,0.002747,0,0,5,0.5671,131,0.369682
Imry-Florent,Imry Florent,Other,1,3,7,0.260827,0.273932,0,0.001533,0.001533,0.000345,0,2,8,0,0,0.006508
Irri,Irri,Other,15,220,7,0.284436,0.310599,313.366438,0.008326,0.008326,0.002254,0,6,14,0.485714,51,0.042265
Jacelyn-Bywater,Jacelyn Bywater,Other,9,55,6,0.338298,0.361509,4.788074,0.042783,0.042783,0.00123,0,10,15,0.722222,26,0.167153
Jack-Be-Lucky,Jack Be Lucky,Other,1,5,8,0.24613,0.257534,0,0.000929,0.000929,0.000324,0,0,0,0,0,0.003801
Jack-Bulwer,Jack Bulwer,Other,5,19,6,0.311642,0.334172,48.359113,0.00885,0.00885,0.000971,0,0,0,0.4,4,0.037763
Jacks,Jacks,Other,1,4,7,0.313239,0.327287,0,0.006707,0.006707,0.00032,0,10,18,0,0,0.026539
Jaehaerys-I-Targaryen,Jaehaerys I Targaryen,Targaryen,1,3,8,0.242526,0.251789,0,0.000871,0.000871,0.000339,0,10,12,0,0,0.003358
Jafer-Flowers,Jafer Flowers,Other,1,3,7,0.237882,0.247358,0,0.00031,0.00031,0.00037,0,11,6,0,0,0.00153
Jaime-Lannister,Jaime Lannister,Lannister,101,1569,6,0.451961,0.511572,31825.987272,0.226345,0.226345,0.015461,0,9,11,0.108515,548,0.890986
Jalabhar-Xho,Jalabhar Xho,Other,5,16,7,0.313733,0.332989,254.650776,0.012675,0.012675,0.000857,0,10,12,0.5,5,0.049252
Janos-Slynt,Janos Slynt,Other,23,196,5,0.381844,0.416017,2266.9684,0.081741,0.081741,0.003132,0,11,6,0.403162,102,0.331564
Jaqen-Hghar,Jaqen Hghar,Other,6,64,7,0.304598,0.325064,8.877518,0.011011,0.011011,0.000996,0,0,0,0.6,9,0.04439
Jared-Frey,Jared Frey,Frey,3,9,8,0.219613,0.228315,1.916667,0.000182,0.000182,0.000856,0,2,8,0.333333,1,0.001061
Jaremy-Rykker,Jaremy Rykker,Other,5,30,6,0.312009,0.333878,794.9,0.008861,0.008861,0.001068,0,11,6,0.5,5,0.039424
Jarl,Jarl,Other,8,68,6,0.310304,0.333795,6.522222,0.009219,0.009219,0.001376,0,11,6,0.607143,17,0.042679
Jarman-Buckwell,Jarman Buckwell,Other,3,14,6,0.31152,0.332201,0,0.006879,0.006879,0.000622,0,11,6,1,3,0.031148
Jason-Mallister,Jason Mallister,Other,3,12,7,0.313981,0.33475,20.537597,0.010337,0.010337,0.000631,0,1,3,0.666667,2,0.042003
Jeor-Mormont,Jeor Mormont,Other,28,484,5,0.371322,0.407254,5450.116868,0.042284,0.042284,0.004335,0,11,6,0.23545,89,0.184328
Jeyne-Farman,Jeyne Farman,Other,1,4,8,0.246359,0.255332,0,0.000577,0.000577,0.0004,0,10,12,0,0,0.002286
Jeyne-Heddle,Jeyne Heddle,Other,1,4,7,0.277778,0.292989,0,0.00407,0.00407,0.000322,0,9,17,0,0,0.015894
Jeyne-Poole,Jeyne Poole,Other,13,112,6,0.348837,0.374277,545.036984,0.039347,0.039347,0.001966,0,1,7,0.333333,26,0.156445
Jeyne-Westerling,Jeyne Westerling,Other,5,49,6,0.313981,0.33369,320.410029,0.015014,0.015014,0.000917,0,1,8,0.6,6,0.059954
Jhiqui,Jhiqui,Other,12,183,7,0.283221,0.307245,22.668106,0.006468,0.006468,0.001835,0,6,14,0.590909,39,0.033938
Jhogo,Jhogo,Other,12,131,7,0.295429,0.319991,52.201862,0.009324,0.009324,0.001848,0,6,14,0.560606,37,0.044442
Joanna-Lannister,Joanna Lannister,Lannister,1,4,7,0.291529,0.305819,0,0.005591,0.005591,0.000305,0,10,9,0,0,0.02171
Jocelyn-Swyft,Jocelyn Swyft,Other,5,31,7,0.313857,0.332989,0.578571,0.014796,0.014796,0.00078,0,10,12,0.7,7,0.057335
Joffrey-Baratheon,Joffrey Baratheon,Baratheon,69,1762,6,0.433952,0.485367,10023.529108,0.214379,0.214379,0.008865,0,10,9,0.219523,515,0.844433
Jojen-Reed,Jojen Reed,Other,10,261,6,0.306122,0.328679,85.720716,0.013253,0.013253,0.001552,0,1,13,0.488889,22,0.057335
Jommo,Jommo,Other,2,6,7,0.249294,0.259919,0,0.000536,0.000536,0.000611,0,6,14,1,1,0.002993
Jon-Arryn,Jon Arryn,Arryn,17,199,6,0.382764,0.415178,2781.115147,0.079629,0.079629,0.002673,0,10,10,0.558824,76,0.314431
Jon-Connington,Jon Connington,Other,16,169,6,0.350375,0.377589,4005.099635,0.033735,0.033735,0.002775,0,16,14,0.316667,38,0.136491
Jon-Fossoway,Jon Fossoway,Other,1,3,7,0.250868,0.259626,0,0.000881,0.000881,0.000332,0,10,17,0,0,0.003519
Jon-Snow,Jon Snow,Jon-Snow,114,2757,5,0.445378,0.513082,60635.833766,0.144182,0.144182,0.019,0,11,6,0.066294,427,0.610959
Jon-Umber-(Greatjon),Jon Umber (Greatjon),Other,14,102,6,0.335726,0.363648,429.540626,0.034921,0.034921,0.002212,0,1,3,0.362637,33,0.140318
Jon-Umber-(Smalljon),Jon Umber (Smalljon),Other,2,9,6,0.307901,0.323543,0,0.007283,0.007283,0.00045,0,1,3,1,1,0.029278
Jonos-Bracken,Jonos Bracken,Other,2,12,7,0.311642,0.329572,0,0.008517,0.008517,0.00048,0,9,3,1,1,0.033351
Jonothor-Darry,Jonothor Darry,Other,2,6,8,0.203898,0.209846,0,0.000077,0.000077,0.000664,0,5,14,1,1,0.000531
Jonquil,Jonquil,Other,1,8,8,0.23232,0.240292,0,0.000252,0.000252,0.000497,0,12,16,0,0,0.001029
Jorah-Mormont,Jorah Mormont,Other,26,401,6,0.355228,0.38717,3417.093467,0.031713,0.031713,0.003819,0,6,14,0.283077,92,0.137809
Joramun,Joramun,Other,2,10,7,0.273196,0.289425,0,0.003243,0.003243,0.000447,0,11,6,1,1,0.014623
Jory-Cassel,Jory Cassel,Cassel,21,152,6,0.401515,0.434969,1539.60163,0.084117,0.084117,0.003021,0,10,18,0.447619,94,0.336417
Joseth,Joseth,Other,2,7,6,0.295429,0.310356,0,0.006377,0.006377,0.000443,0,1,13,1,1,0.026089
Josmyn-Peckledon,Josmyn Peckledon,Other,2,23,7,0.31152,0.329362,0,0.008586,0.008586,0.000482,0,9,2,1,1,0.03361
Joss,Joss,Other,1,5,7,0.313239,0.327287,0,0.006707,0.006707,0.00032,0,10,18,0,0,0.026539
Joy-Hill,Joy Hill,Other,1,3,7,0.311398,0.328733,0,0.007921,0.007921,0.000319,0,9,11,0,0,0.030959
Justin-Massey,Justin Massey,Other,5,40,6,0.313239,0.332495,15.159524,0.008231,0.008231,0.001055,0,7,7,0.6,6,0.03443
Jyck,Jyck,Other,2,11,7,0.322908,0.340641,0,0.009122,0.009122,0.00055,0,10,2,1,1,0.036314
Karyl-Vance,Karyl Vance,Other,4,15,7,0.3125,0.331878,6.606011,0.011641,0.011641,0.000772,0,1,3,0.5,3,0.045564
Kasporio,Kasporio,Other,3,9,7,0.324093,0.342423,0,0.009728,0.009728,0.000642,0,10,14,1,3,0.039092
Kedry,Kedry,Other,2,6,8,0.22957,0.242922,0,0.000458,0.000458,0.000531,0,6,14,1,1,0.002724
Kegs,Kegs,Other,7,29,6,0.309459,0.332579,3.114588,0.007492,0.007492,0.001151,0,11,6,0.714286,15,0.035479
Kella,Kella,Other,1,3,7,0.302281,0.318943,0,0.007203,0.007203,0.000304,0,10,16,0,0,0.027936
Kerwin,Kerwin,Other,1,12,8,0.250315,0.262311,0,0.000329,0.000329,0.00041,0,7,7,0,0,0.001965
